
 - final statistics:
2 variables; iteration 0; function evaluation 0
Function value 1.8041e+04; maximum gradient component mag -1.4896e-01
Exit code = 0;  converg criter 1.0000e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.18710 -1.48961e-01 |  2  0.02667  1.46809e-01 |

 - final statistics:
121 variables; iteration 0; function evaluation 0
Function value 1.8041e+04; maximum gradient component mag 3.0832e-01
Exit code = 0;  converg criter 1.0000e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
124 -0.03832  1.36456e+00 |125  0.01166 -2.06876e-01 |126 -0.03909  2.09613e-01
127 -0.01157  3.41731e-01 |128  0.00474  1.02240e+01 |129 -0.02758 -9.97488e-01
130  0.04519 -3.43341e+00 |131  0.03355  1.36006e-01 |132  0.04860  2.44698e+00
133  0.05313 -2.46746e+00 |134  0.03864  5.91700e-01 |135  0.05127  1.08261e+00
136  0.02262 -2.20472e+00 |137  0.09946  8.82095e-01 |138  0.00994  2.97286e+00
139 -0.00536  9.16228e-01 |140 -0.01140  3.86132e+00 |141  0.02975  7.03862e+00
142  0.01297  1.42926e+00 |143  0.00677  3.46584e+00 |144  0.00714  4.30463e+00
145  0.00584  3.35957e+00 |146 -0.00351  1.44798e+01 |147  0.00163  1.10462e+01
148 -0.00548  8.37001e+00 |149  0.01301 -2.89773e+00 |150 -0.00713  1.34105e+01
151  0.01377  7.46299e+00 |152  0.00015  4.97857e+00 |153 -0.01420  5.72753e+00
154  0.02016  4.86604e+00 |155 -0.01167  7.07653e+00 |156  0.01424  6.61315e+00
157  0.02382  9.41200e+00 |158 -0.00316  5.58135e+00 |159  0.00151  3.61653e+00
160  0.02018  3.03530e+00 |161 -0.01254  1.43639e+01 |162  0.02775  9.40272e+00
163  0.00227  6.05244e-01 |164  0.01079  2.27175e+00 |165 -0.01650  4.18736e+00
166  0.01417  7.58312e-01 |167  0.00750  1.48712e+00 |168 -0.02650  2.82963e+00
169  0.03107  1.40426e+00 |170 -0.00610  9.37474e-01 |
170 variables; iteration 120; function evaluation 127; phase 9
Function value 1.8031582e+04; maximum gradient component mag 3.8240e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24967 -1.83278e+01 |  2 -0.06879  1.69755e+00 |  3  0.08333  8.47481e+00
  4 -0.48272  2.82782e+01 |  5 -0.58470  2.17222e+01 |  6 -0.23421  3.30884e-01
  7 -0.14709  5.52682e-01 |  8  0.02604  3.03345e-01 |  9  0.07853  2.72929e-02
 10 -0.06117  1.62903e+01 | 11 -0.09869  3.57346e-02 | 12 -0.25853  8.15868e-02
 13 -0.26445  5.94884e-02 | 14 -0.27122  3.85819e-02 | 15 -0.27841  1.94072e-02
 16 -0.28592 -7.00641e-04 | 17 -0.29272 -2.51238e-02 | 18 -0.29663 -5.79834e-02
 19 -0.28804 -7.62785e-02 | 20 -0.25540  4.50214e-02 | 21 -0.16663  2.58548e-01
 22 -0.14624 -5.42685e-03 | 23 -0.18352  7.72457e-02 | 24 -0.01824  6.60016e-01
 25  0.07665  8.27786e-01 | 26  0.04684  3.79214e-02 | 27  0.04211  9.07698e-01
 28 -0.06870  7.96986e-01 | 29 -0.11293  5.43664e-01 | 30  0.09224  1.19809e+00
 31 -0.08393  5.91135e-01 | 32  0.08435  9.35566e-01 | 33 -0.02627  9.46138e-01
 34 -0.08931 -9.44672e-01 | 35 -0.16684 -2.54964e-01 | 36 -0.07598  4.90599e-01
 37  0.03051  9.68129e-01 | 38  0.00467  1.53677e+00 | 39  0.00042  2.10324e-02
 40  0.09267  1.95624e+00 | 41 -0.02172  4.37225e-01 | 42 -0.05133  1.36751e+00
 43 -0.05879  6.93851e-01 | 44  0.06710  1.60170e+00 | 45 -0.02823 -3.80523e-01
 46 -0.06574  2.05100e-01 | 47  0.04475  2.44166e+00 | 48  0.03412  1.04737e+00
 49 -0.08916  3.40754e-01 | 50 -0.01801  1.17103e+00 | 51 -0.06188  5.63687e-01
 52 -0.09277  3.78984e-01 | 53 -0.03222  9.61371e-01 | 54  0.06682  1.12021e+00
 55 -0.01140  5.08773e-01 | 56  0.10914  8.57425e-01 | 57 -0.07206 -6.63483e-01
 58  0.06518  1.44480e+00 | 59  0.10832 -5.91783e-03 | 60  0.00760 -2.18264e-01
 61  0.11023  7.21152e-01 | 62 -0.07622 -2.63719e-01 | 63 -0.04594  7.88915e-01
 64 -0.11661 -3.10255e-01 | 65 -0.09167  1.13144e+00 | 66  0.10519  4.38655e-01
 67 -0.16019  2.51385e-01 | 68 -0.01805  9.95014e-01 | 69 -0.00536 -3.05818e+00
 70 -0.00143 -8.26441e-03 | 71  0.00000  0.00000e+00 | 72  0.00000  0.00000e+00
 73  0.00000  0.00000e+00 | 74  0.00000  0.00000e+00 | 75  0.00000  0.00000e+00
 76  0.00000  0.00000e+00 | 77  0.00000  0.00000e+00 | 78  0.00000  0.00000e+00
 79  0.00000  0.00000e+00 | 80  0.00000  0.00000e+00 | 81  0.00000  0.00000e+00
 82  0.00000  0.00000e+00 | 83  0.00000  0.00000e+00 | 84  0.00000  0.00000e+00
 85  0.00000  0.00000e+00 | 86 -0.89076  4.36965e-01 | 87  0.04371  7.29500e-01
 88  0.01996  1.38766e+00 | 89  0.08987  7.51608e-05 | 90  0.10304 -4.95098e+00
 91  0.00334  1.22807e-05 | 92 -0.08658  2.54445e+00 | 93 -0.12087  1.34414e-01
 94  0.02121 -2.80101e+00 | 95 -0.14028  6.31219e-03 | 96  0.07203  1.34011e-01
 97 -0.20372  4.66232e-01 | 98 -0.03356 -1.22243e-02 | 99 -0.45983 -6.56593e-04
100 -0.28270 -1.48038e-04 |101  0.10635 -2.44699e-01 |102 -0.62502  3.82404e+01
103  0.00026  3.33574e-05 |104 -0.08571 -1.37473e-05 |105 -0.00100 -5.29523e-01
106  0.01663 -1.29526e-01 |107  0.00505 -4.12948e-01 |108  0.00219 -1.30186e-01
109  0.00149 -7.90135e-01 |110  0.00915 -2.48710e-01 |111  0.00868  7.06648e-01
112  0.00355  5.05296e-01 |113  0.01208  2.21464e+00 |114 -0.01426 -4.77691e-02
115  0.01465  8.29947e-01 |116  0.00920 -2.59325e+00 |117  0.02541  3.28294e+00
118 -0.00022  5.93166e-01 |119  0.02136  5.67791e-02 |120 -0.02242  2.46701e-01
121 -0.02742 -4.65609e-01 |122 -0.02294  7.24968e-01 |123 -0.03496 -1.34904e-01
124 -0.03826  7.52885e-01 |125  0.01166 -2.01504e-02 |126 -0.03911  3.46111e-03
127 -0.01147  1.31658e+00 |128  0.00468  2.65610e+00 |129 -0.02745  2.73129e-01
130  0.04517 -8.57635e-01 |131  0.03353 -2.22827e-01 |132  0.04855  5.89096e-02
133  0.05312 -8.26322e-01 |134  0.03861  2.42584e-01 |135  0.05122 -1.17882e-01
136  0.02265 -7.25083e-01 |137  0.09923 -5.95355e-02 |138  0.01002  1.55956e+00
139 -0.00534 -1.34495e-01 |140 -0.01143  1.11392e+00 |141  0.02980  2.53551e+00
142  0.01301  7.20916e-01 |143  0.00677  1.23821e+00 |144  0.00720  1.77998e+00
145  0.00584  7.68009e-01 |146 -0.00350  4.44625e+00 |147  0.00162  3.38570e+00
148 -0.00547  2.49225e+00 |149  0.01306 -4.60563e-01 |150 -0.00712  4.43272e+00
151  0.01377  2.15665e+00 |152  0.00017  1.30537e+00 |153 -0.01419  1.98593e+00
154  0.02021  1.73576e+00 |155 -0.01170  2.04430e+00 |156  0.01430  2.26689e+00
157  0.02381  2.82869e+00 |158 -0.00315  1.72501e+00 |159  0.00157  1.74549e+00
160  0.02016  3.41567e-01 |161 -0.01249  4.89962e+00 |162  0.02771  2.75368e+00
163  0.00232  1.20137e-01 |164  0.01079  5.28502e-01 |165 -0.01649  2.07632e+00
166  0.01422  2.84769e-01 |167  0.00749 -2.53452e-01 |168 -0.02645  1.44663e+00
169  0.03096  2.65697e-01 |170 -0.00580  7.67457e-01 |
170 variables; iteration 140; function evaluation 155; phase 9
Function value 1.8031580e+04; maximum gradient component mag 1.1648e+01
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24967 -4.52536e+00 |  2 -0.06888  3.07351e-01 |  3  0.08369  2.06930e+00
  4 -0.48286  6.64056e+00 |  5 -0.58463  5.16238e+00 |  6 -0.23420  2.10835e-01
  7 -0.14710 -1.33209e-01 |  8  0.02604  1.09146e-01 |  9  0.07854  5.51494e-02
 10 -0.06127  3.90843e+00 | 11 -0.09866  3.63879e-01 | 12 -0.25976 -1.04753e-01
 13 -0.26448  4.34937e-02 | 14 -0.27076  9.53300e-02 | 15 -0.27802  6.65960e-02
 16 -0.28589 -1.05134e-02 | 17 -0.29302 -8.86785e-02 | 18 -0.29685 -1.08310e-01
 19 -0.28777 -4.07594e-02 | 20 -0.25488  8.49069e-02 | 21 -0.16733  2.05939e-02
 22 -0.14592 -6.22595e-02 | 23 -0.18343  1.95830e-03 | 24 -0.01844  2.10380e-01
 25  0.07668  3.64968e-01 | 26  0.04697  1.79243e-01 | 27  0.04213  3.83485e-01
 28 -0.06870  4.77652e-02 | 29 -0.11296 -1.03925e-01 | 30  0.09229  3.89235e-01
 31 -0.08394 -4.76112e-03 | 32  0.08440  2.10061e-01 | 33 -0.02623  4.71999e-01
 34 -0.08920 -6.80461e-01 | 35 -0.16674 -2.67327e-01 | 36 -0.07596 -1.49679e-01
 37  0.03056  2.24737e-01 | 38  0.00468  3.05114e-01 | 39  0.00052  2.05060e-01
 40  0.09271  4.07878e-01 | 41 -0.02163  1.74918e-01 | 42 -0.05131  5.36259e-01
 43 -0.05874  8.03032e-03 | 44  0.06716  4.52753e-01 | 45 -0.02815 -3.75963e-01
 46 -0.06573 -3.68653e-01 | 47  0.04480  7.27603e-01 | 48  0.03418  1.22448e-01
 49 -0.08901  9.33200e-01 | 50 -0.01798  1.48434e-01 | 51 -0.06181  2.69857e-01
 52 -0.09274 -2.14920e-01 | 53 -0.03218  3.15670e-01 | 54  0.06687  2.37111e-01
 55 -0.01134  2.13102e-01 | 56  0.10919  1.43632e-01 | 57 -0.07187 -1.67999e-02
 58  0.06521  4.06493e-01 | 59  0.10838 -3.48334e-02 | 60  0.00766 -6.60906e-02
 61  0.11027  2.21966e-01 | 62 -0.07613 -2.27061e-01 | 63 -0.04593  3.66034e-01
 64 -0.11649 -1.75174e-02 | 65 -0.09170  4.03199e-01 | 66  0.10523  1.56861e-01
 67 -0.16026  7.16551e-02 | 68 -0.01808  3.36734e-01 | 69 -0.00484 -9.59395e-01
 70 -0.00122  2.14820e-02 | 71  0.00000  0.00000e+00 | 72  0.00000  0.00000e+00
 73  0.00000  0.00000e+00 | 74  0.00000  0.00000e+00 | 75  0.00000  0.00000e+00
 76  0.00000  0.00000e+00 | 77  0.00000  0.00000e+00 | 78  0.00000  0.00000e+00
 79  0.00000  0.00000e+00 | 80  0.00000  0.00000e+00 | 81  0.00000  0.00000e+00
 82  0.00000  0.00000e+00 | 83  0.00000  0.00000e+00 | 84  0.00000  0.00000e+00
 85  0.00000  0.00000e+00 | 86 -0.89075  1.56866e-01 | 87  0.04374  2.46422e-01
 88  0.02006  2.05312e-01 | 89  0.08981  6.78941e-05 | 90  0.10307 -1.30839e+00
 91  0.00333  1.20876e-05 | 92 -0.08652  2.32946e-01 | 93 -0.12165 -2.84065e-01
 94  0.02125 -4.30097e-01 | 95 -0.14082 -1.34775e-02 | 96  0.07226  6.35199e-03
 97 -0.20372 -7.49448e-02 | 98 -0.03352  4.65401e-03 | 99 -0.45947 -2.76610e-04
100 -0.28263 -3.36284e-05 |101  0.10693  2.20026e-02 |102 -0.62502  1.16477e+01
103  0.00027  4.49096e-05 |104 -0.08569 -1.30432e-05 |105 -0.00097 -1.59458e-01
106  0.01664  2.13473e-02 |107  0.00507 -1.44652e-01 |108  0.00222 -1.24789e-01
109  0.00153 -7.86891e-02 |110  0.00914 -3.16843e-01 |111  0.00870  2.50380e-01
112  0.00356  2.30029e-01 |113  0.01205  2.67258e-01 |114 -0.01424  1.06274e-01
115  0.01465  2.13658e-01 |116  0.00926 -6.42607e-01 |117  0.02540  9.51494e-01
118 -0.00023  1.65119e-01 |119  0.02136 -6.32037e-02 |120 -0.02241  4.23930e-02
121 -0.02740 -1.39630e-01 |122 -0.02294  2.28183e-01 |123 -0.03494 -2.92808e-02
124 -0.03831 -1.51480e-01 |125  0.01167 -1.63268e-03 |126 -0.03910 -9.73942e-04
127 -0.01153  4.49450e-01 |128  0.00470  8.12324e-01 |129 -0.02747  4.18536e-02
130  0.04519 -1.90223e-01 |131  0.03354 -2.29726e-01 |132  0.04860  1.39577e-01
133  0.05314 -2.60063e-01 |134  0.03858  5.42681e-02 |135  0.05126 -1.11631e-02
136  0.02266 -2.23396e-01 |137  0.09938 -3.52868e-02 |138  0.00998  4.70272e-01
139 -0.00534 -1.74803e-01 |140 -0.01143  3.67445e-01 |141  0.02978  8.04493e-01
142  0.01299 -1.36509e-01 |143  0.00678  4.74679e-01 |144  0.00717  3.56259e-01
145  0.00583 -7.63760e-02 |146 -0.00348  1.58207e+00 |147  0.00158  6.16035e-01
148 -0.00546  8.03208e-01 |149  0.01303 -5.42941e-01 |150 -0.00713  1.31048e+00
151  0.01376  5.09382e-01 |152  0.00017  2.14453e-01 |153 -0.01420  4.97308e-01
154  0.02019  3.63826e-01 |155 -0.01171  5.60716e-01 |156  0.01427  4.45536e-01
157  0.02382  9.05228e-01 |158 -0.00316  3.04116e-01 |159  0.00154  4.63173e-01
160  0.02018 -1.16883e-01 |161 -0.01253  1.43792e+00 |162  0.02771  7.79509e-01
163  0.00231 -2.27221e-01 |164  0.01081  2.66579e-01 |165 -0.01655  4.49872e-01
166  0.01422  1.22920e-01 |167  0.00751 -8.48506e-02 |168 -0.02652  3.79261e-01
169  0.03103  1.44929e-01 |170 -0.00600  2.96541e-01 |
  ic > imax  in fminim is answer attained ?
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24965 -2.65764e-01 |  2 -0.06891  1.64855e-02 |  3  0.08383  1.30961e-01
  4 -0.48289  4.22107e-01 |  5 -0.58462  3.31022e-01 |  6 -0.23421  2.90322e-03
  7 -0.14707  1.68318e-03 |  8  0.02604 -1.36498e-03 |  9  0.07853  6.69887e-04
 10 -0.06129  2.48383e-01 | 11 -0.09873 -7.67966e-03 | 12 -0.25915 -2.97165e-03
 13 -0.26487  9.10167e-04 | 14 -0.27144  6.62686e-03 | 15 -0.27859 -7.91443e-03
 16 -0.28584  1.03327e-02 | 17 -0.29261 -7.36893e-03 | 18 -0.29629  6.09392e-04
 19 -0.28759 -1.57295e-03 | 20 -0.25535  6.53136e-03 | 21 -0.16740 -1.01715e-03
 22 -0.14570  2.66281e-03 | 23 -0.18337  2.22192e-03 | 24 -0.01859  1.88331e-03
 25  0.07669  1.14876e-03 | 26  0.04701  1.78457e-03 | 27  0.04213  1.01983e-02
 28 -0.06865  1.16643e-03 | 29 -0.11292 -1.20329e-03 | 30  0.09231  1.41644e-02
 31 -0.08390 -5.86535e-03 | 32  0.08443  1.85222e-02 | 33 -0.02623  3.14646e-03
 34 -0.08909  1.14623e-02 | 35 -0.16667  7.65472e-03 | 36 -0.07592  1.86376e-02
 37  0.03059  1.62109e-02 | 38  0.00471  1.46196e-02 | 39  0.00054  1.33352e-02
 40  0.09273  3.38148e-02 | 41 -0.02160  7.44919e-03 | 42 -0.05132  1.51806e-02
 43 -0.05869 -4.74367e-04 | 44  0.06717  2.66031e-02 | 45 -0.02810  2.82031e-02
 46 -0.06566  7.12892e-03 | 47  0.04482  1.97368e-02 | 48  0.03422  2.28121e-02
 49 -0.08908  6.57121e-03 | 50 -0.01794  1.34595e-02 | 51 -0.06179  7.24078e-03
 52 -0.09268  1.03615e-02 | 53 -0.03216  6.76379e-03 | 54  0.06690  1.87968e-02
 55 -0.01133  8.23456e-03 | 56  0.10922  1.90159e-02 | 57 -0.07183  3.03008e-03
 58  0.06522  4.06697e-03 | 59  0.10840  7.06834e-03 | 60  0.00768  8.99322e-03
 61  0.11029 -5.60194e-04 | 62 -0.07607  1.86752e-02 | 63 -0.04594 -1.19221e-02
 64 -0.11644  1.68574e-04 | 65 -0.09173  2.14149e-03 | 66  0.10526 -2.62030e-03
 67 -0.16029 -4.42536e-04 | 68 -0.01810 -3.32424e-03 | 69 -0.00460  6.80719e-03
 70 -0.00144 -9.81739e-03 | 71  0.00000  0.00000e+00 | 72  0.00000  0.00000e+00
 73  0.00000  0.00000e+00 | 74  0.00000  0.00000e+00 | 75  0.00000  0.00000e+00
 76  0.00000  0.00000e+00 | 77  0.00000  0.00000e+00 | 78  0.00000  0.00000e+00
 79  0.00000  0.00000e+00 | 80  0.00000  0.00000e+00 | 81  0.00000  0.00000e+00
 82  0.00000  0.00000e+00 | 83  0.00000  0.00000e+00 | 84  0.00000  0.00000e+00
 85  0.00000  0.00000e+00 | 86 -0.89075 -1.81323e-03 | 87  0.04373  1.10532e-02
 88  0.02013  1.14915e-02 | 89  0.08965  4.84888e-05 | 90  0.10309 -6.58336e-02
 91  0.00330  1.15413e-05 | 92 -0.08658  1.02357e-01 | 93 -0.12065  1.05365e-02
 94  0.02122 -1.02746e-01 | 95 -0.14522  5.24728e-04 | 96  0.07225  9.05854e-03
 97 -0.20372 -7.81395e-03 | 98 -0.03355 -2.20479e-03 | 99 -0.45881 -1.48670e-04
100 -0.28247 -6.33896e-05 |101  0.10702  6.51564e-04 |102 -0.62502 -8.01688e-02
103  0.00031  1.39854e-04 |104 -0.08565 -8.24808e-06 |105 -0.00096  2.76494e-03
106  0.01663  4.62785e-03 |107  0.00507  6.55718e-03 |108  0.00226 -4.67080e-03
109  0.00150  2.19897e-02 |110  0.00918  6.78746e-04 |111  0.00870  3.30024e-03
112  0.00354  4.88049e-03 |113  0.01210  1.13568e-02 |114 -0.01424  2.47660e-03
115  0.01466  4.67436e-03 |116  0.00925  1.16166e-02 |117  0.02541  3.31000e-03
118 -0.00023  2.21850e-03 |119  0.02137  7.89453e-03 |120 -0.02240  4.36980e-03
121 -0.02740  4.36496e-03 |122 -0.02294  2.54617e-03 |123 -0.03494  7.93262e-03
124 -0.03829  1.00103e-03 |125  0.01167  9.63947e-03 |126 -0.03909  2.64114e-03
127 -0.01157 -8.93042e-04 |128  0.00470  1.18477e-03 |129 -0.02747 -6.06819e-03
130  0.04518  6.43931e-03 |131  0.03355  4.15596e-03 |132  0.04860 -1.13958e-03
133  0.05315  3.23201e-03 |134  0.03857  1.42062e-03 |135  0.05128  1.12574e-03
136  0.02267  2.90281e-03 |137  0.09946  6.06643e-04 |138  0.00995  1.72202e-02
139 -0.00534  2.26108e-02 |140 -0.01144  1.29631e-02 |141  0.02975  3.15632e-02
142  0.01301  2.78242e-02 |143  0.00674  3.75083e-02 |144  0.00715  3.18584e-02
145  0.00585  3.22862e-02 |146 -0.00353  3.06937e-02 |147  0.00159  4.16631e-02
148 -0.00548  2.94630e-02 |149  0.01303  5.74274e-02 |150 -0.00715  3.78564e-02
151  0.01375  4.24954e-02 |152  0.00017  3.80740e-02 |153 -0.01422  3.07345e-02
154  0.02018  3.05206e-02 |155 -0.01172  2.25774e-02 |156  0.01427  3.15415e-02
157  0.02380  2.85815e-02 |158 -0.00316  3.44464e-02 |159  0.00151  2.64377e-02
160  0.02020  3.95300e-02 |161 -0.01255  1.60256e-02 |162  0.02769  2.56620e-02
163  0.00231  2.42298e-02 |164  0.01079  1.43891e-02 |165 -0.01657  9.27591e-03
166  0.01421  6.67058e-03 |167  0.00751  6.87088e-03 |168 -0.02655  7.96650e-04
169  0.03106 -1.37902e-03 |170 -0.00612 -1.74438e-03 |
Function minimizer not making progress ... is minimum attained?
Minimprove criterion = 0.0000e+00
Warning: the following parameters had issues
  init_F[1] is within 1% of lower bound: 0.0000e+00 < 7.3444e-03 < 1.0000e+00


 - final statistics:
170 variables; iteration 149; function evaluation 198
Function value 1.8032e+04; maximum gradient component mag 4.2211e-01
Exit code = 1;  converg criter 1.0000e-04
Var    Value     Gradient |Var    Value     Gradient |Var    Value     Gradient
  1 -0.24965 -2.65764e-01 |  2 -0.06891  1.64855e-02 |  3  0.08383  1.30961e-01
  4 -0.48289  4.22107e-01 |  5 -0.58462  3.31022e-01 |  6 -0.23421  2.90322e-03
  7 -0.14707  1.68318e-03 |  8  0.02604 -1.36498e-03 |  9  0.07853  6.69887e-04
 10 -0.06129  2.48383e-01 | 11 -0.09873 -7.67966e-03 | 12 -0.25915 -2.97165e-03
 13 -0.26487  9.10167e-04 | 14 -0.27144  6.62686e-03 | 15 -0.27859 -7.91443e-03
 16 -0.28584  1.03327e-02 | 17 -0.29261 -7.36893e-03 | 18 -0.29629  6.09392e-04
 19 -0.28759 -1.57295e-03 | 20 -0.25535  6.53136e-03 | 21 -0.16740 -1.01715e-03
 22 -0.14570  2.66281e-03 | 23 -0.18337  2.22192e-03 | 24 -0.01859  1.88331e-03
 25  0.07669  1.14876e-03 | 26  0.04701  1.78457e-03 | 27  0.04213  1.01983e-02
 28 -0.06865  1.16643e-03 | 29 -0.11292 -1.20329e-03 | 30  0.09231  1.41644e-02
 31 -0.08390 -5.86535e-03 | 32  0.08443  1.85222e-02 | 33 -0.02623  3.14646e-03
 34 -0.08909  1.14623e-02 | 35 -0.16667  7.65472e-03 | 36 -0.07592  1.86376e-02
 37  0.03059  1.62109e-02 | 38  0.00471  1.46196e-02 | 39  0.00054  1.33352e-02
 40  0.09273  3.38148e-02 | 41 -0.02160  7.44919e-03 | 42 -0.05132  1.51806e-02
 43 -0.05869 -4.74367e-04 | 44  0.06717  2.66031e-02 | 45 -0.02810  2.82031e-02
 46 -0.06566  7.12892e-03 | 47  0.04482  1.97368e-02 | 48  0.03422  2.28121e-02
 49 -0.08908  6.57121e-03 | 50 -0.01794  1.34595e-02 | 51 -0.06179  7.24078e-03
 52 -0.09268  1.03615e-02 | 53 -0.03216  6.76379e-03 | 54  0.06690  1.87968e-02
 55 -0.01133  8.23456e-03 | 56  0.10922  1.90159e-02 | 57 -0.07183  3.03008e-03
 58  0.06522  4.06697e-03 | 59  0.10840  7.06834e-03 | 60  0.00768  8.99322e-03
 61  0.11029 -5.60194e-04 | 62 -0.07607  1.86752e-02 | 63 -0.04594 -1.19221e-02
 64 -0.11644  1.68574e-04 | 65 -0.09173  2.14149e-03 | 66  0.10526 -2.62030e-03
 67 -0.16029 -4.42536e-04 | 68 -0.01810 -3.32424e-03 | 69 -0.00460  6.80719e-03
 70 -0.00144 -9.81739e-03 | 71  0.00000  0.00000e+00 | 72  0.00000  0.00000e+00
 73  0.00000  0.00000e+00 | 74  0.00000  0.00000e+00 | 75  0.00000  0.00000e+00
 76  0.00000  0.00000e+00 | 77  0.00000  0.00000e+00 | 78  0.00000  0.00000e+00
 79  0.00000  0.00000e+00 | 80  0.00000  0.00000e+00 | 81  0.00000  0.00000e+00
 82  0.00000  0.00000e+00 | 83  0.00000  0.00000e+00 | 84  0.00000  0.00000e+00
 85  0.00000  0.00000e+00 | 86 -0.89075 -1.81323e-03 | 87  0.04373  1.10532e-02
 88  0.02013  1.14915e-02 | 89  0.08965  4.84888e-05 | 90  0.10309 -6.58336e-02
 91  0.00330  1.15413e-05 | 92 -0.08658  1.02357e-01 | 93 -0.12065  1.05365e-02
 94  0.02122 -1.02746e-01 | 95 -0.14522  5.24728e-04 | 96  0.07225  9.05854e-03
 97 -0.20372 -7.81395e-03 | 98 -0.03355 -2.20479e-03 | 99 -0.45881 -1.48670e-04
100 -0.28247 -6.33896e-05 |101  0.10702  6.51564e-04 |102 -0.62502 -8.01688e-02
103  0.00031  1.39854e-04 |104 -0.08565 -8.24808e-06 |105 -0.00096  2.76494e-03
106  0.01663  4.62785e-03 |107  0.00507  6.55718e-03 |108  0.00226 -4.67080e-03
109  0.00150  2.19897e-02 |110  0.00918  6.78746e-04 |111  0.00870  3.30024e-03
112  0.00354  4.88049e-03 |113  0.01210  1.13568e-02 |114 -0.01424  2.47660e-03
115  0.01466  4.67436e-03 |116  0.00925  1.16166e-02 |117  0.02541  3.31000e-03
118 -0.00023  2.21850e-03 |119  0.02137  7.89453e-03 |120 -0.02240  4.36980e-03
121 -0.02740  4.36496e-03 |122 -0.02294  2.54617e-03 |123 -0.03494  7.93262e-03
124 -0.03829  1.00103e-03 |125  0.01167  9.63947e-03 |126 -0.03909  2.64114e-03
127 -0.01157 -8.93042e-04 |128  0.00470  1.18477e-03 |129 -0.02747 -6.06819e-03
130  0.04518  6.43931e-03 |131  0.03355  4.15596e-03 |132  0.04860 -1.13958e-03
133  0.05315  3.23201e-03 |134  0.03857  1.42062e-03 |135  0.05128  1.12574e-03
136  0.02267  2.90281e-03 |137  0.09946  6.06643e-04 |138  0.00995  1.72202e-02
139 -0.00534  2.26108e-02 |140 -0.01144  1.29631e-02 |141  0.02975  3.15632e-02
142  0.01301  2.78242e-02 |143  0.00674  3.75083e-02 |144  0.00715  3.18584e-02
145  0.00585  3.22862e-02 |146 -0.00353  3.06937e-02 |147  0.00159  4.16631e-02
148 -0.00548  2.94630e-02 |149  0.01303  5.74274e-02 |150 -0.00715  3.78564e-02
151  0.01375  4.24954e-02 |152  0.00017  3.80740e-02 |153 -0.01422  3.07345e-02
154  0.02018  3.05206e-02 |155 -0.01172  2.25774e-02 |156  0.01427  3.15415e-02
157  0.02380  2.85815e-02 |158 -0.00316  3.44464e-02 |159  0.00151  2.64377e-02
160  0.02020  3.95300e-02 |161 -0.01255  1.60256e-02 |162  0.02769  2.56620e-02
163  0.00231  2.42298e-02 |164  0.01079  1.43891e-02 |165 -0.01657  9.27591e-03
166  0.01421  6.67058e-03 |167  0.00751  6.87088e-03 |168 -0.02655  7.96650e-04
169  0.03106 -1.37902e-03 |170 -0.00612 -1.74438e-03 |
Estimating row 1 out of 170 for hessian
Estimating row 2 out of 170 for hessian
Estimating row 3 out of 170 for hessian
Estimating row 4 out of 170 for hessian
Estimating row 5 out of 170 for hessian
Estimating row 6 out of 170 for hessian
Estimating row 7 out of 170 for hessian
Estimating row 8 out of 170 for hessian
Estimating row 9 out of 170 for hessian
Estimating row 10 out of 170 for hessian
Estimating row 11 out of 170 for hessian
Estimating row 12 out of 170 for hessian
Estimating row 13 out of 170 for hessian
Estimating row 14 out of 170 for hessian
Estimating row 15 out of 170 for hessian
Estimating row 16 out of 170 for hessian
Estimating row 17 out of 170 for hessian
Estimating row 18 out of 170 for hessian
Estimating row 19 out of 170 for hessian
Estimating row 20 out of 170 for hessian
Estimating row 21 out of 170 for hessian
Estimating row 22 out of 170 for hessian
Estimating row 23 out of 170 for hessian
Estimating row 24 out of 170 for hessian
Estimating row 25 out of 170 for hessian
Estimating row 26 out of 170 for hessian
Estimating row 27 out of 170 for hessian
Estimating row 28 out of 170 for hessian
Estimating row 29 out of 170 for hessian
Estimating row 30 out of 170 for hessian
Estimating row 31 out of 170 for hessian
Estimating row 32 out of 170 for hessian
Estimating row 33 out of 170 for hessian
Estimating row 34 out of 170 for hessian
Estimating row 35 out of 170 for hessian
Estimating row 36 out of 170 for hessian
Estimating row 37 out of 170 for hessian
Estimating row 38 out of 170 for hessian
Estimating row 39 out of 170 for hessian
Estimating row 40 out of 170 for hessian
Estimating row 41 out of 170 for hessian
Estimating row 42 out of 170 for hessian
Estimating row 43 out of 170 for hessian
Estimating row 44 out of 170 for hessian
Estimating row 45 out of 170 for hessian
Estimating row 46 out of 170 for hessian
Estimating row 47 out of 170 for hessian
Estimating row 48 out of 170 for hessian
Estimating row 49 out of 170 for hessian
Estimating row 50 out of 170 for hessian
Estimating row 51 out of 170 for hessian
Estimating row 52 out of 170 for hessian
Estimating row 53 out of 170 for hessian
Estimating row 54 out of 170 for hessian
Estimating row 55 out of 170 for hessian
